# ALPHA = 0.05
# NUMBER_OF_TESTS = 17009

# _SET1_  VARIABLE = GOCC_NEURON_TO_NEURON_SYNAPSE (set)
# _SET1_  NGENES = 360
# _SET1_  P-VALUE = 1.67685e-06
_SET1_   GENE              CHR      START       STOP  NSNPS  NPARAM      N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET3_   ENSG00000069696    11     637293     640706     16       7  54700      -1.1361      0.85962    1.3323e-15      -1.1361
_SET3_   ENSG00000180176    11    2185159    2193107     23       6  67094      0.12675      0.41526    1.3878e-15      0.12675
_SET3_   ENSG00000070985    11    2425745    2444275     83      16  69748     -0.30529      0.58922    1.3878e-15     -0.30529
_SET3_   ENSG00000053918    11    2465914    2870339   1280     153  68520      -0.6077      0.72853    1.3323e-15      -0.6077
_SET3_   ENSG00000129749    11    3686817    3692614     24       5  69320     -0.88168      0.78276    1.3323e-15     -0.88168
_SET3_   ENSG00000110171    11    6469843    6495689     56      13  69469      0.66617      0.23279    1.3323e-15      0.66617
_SET3_   ENSG00000166405    11    8127597    8190602    219      19  69233    -0.099965      0.48949    1.3739e-15    -0.099965
_SET3_   ENSG00000110680    11   14988214   14993900      7       4  74219      -2.1273      0.98258    1.3323e-15      -2.1273
_SET3_   ENSG00000129159    11   17756359   17804602    142      23  69230       1.2216     0.097736    1.3323e-15       1.2216
_SET3_   ENSG00000182255    11   30031288   30038570     13       6  62801      -1.7962      0.95988    1.3323e-15      -1.7962
_SET3_   ENSG00000135387    11   34073230   34122703    141       5  69502    -0.040891      0.44104    1.3739e-15    -0.040891
_SET3_   ENSG00000121653    11   45907202   45928016     42      17  71052      -1.3379      0.90941    1.3323e-15      -1.3379
_SET3_   ENSG00000180720    11   46406640   46408107      1       1  74219      0.19431        0.417    1.3878e-15      0.19431
_SET3_   ENSG00000134569    11   46878419   46940193    128      15  66824       2.3748    0.0065656    1.3323e-15       2.3748
_SET3_   ENSG00000109991    11   57105848   57138073     95      12  71125     -0.77971      0.74791    1.3323e-15     -0.77971
_SET3_   ENSG00000186907    11   57228022   57245007     20       8  71134      0.40177      0.33134    1.3878e-15      0.40177
_SET3_   ENSG00000156599    11   57435219   57468659     56      11  70243       2.5401    0.0043265    1.3323e-15       2.5401
_SET3_   ENSG00000198561    11   57520715   57587018     93      14  68332       2.3665    0.0067865    1.3323e-15       2.3665
_SET3_   ENSG00000166900    11   59480929   59573354    286       9  72847      -1.0375       0.7985    1.3323e-15      -1.0375
_SET3_   ENSG00000134780    11   61447905   61514473    138      20  71397     -0.12853      0.51596    1.3878e-15     -0.12853
_SET3_   ENSG00000162188    11   62475130   62476673      2       1  66506     0.095111      0.47792    1.3739e-15     0.095111
_SET3_   ENSG00000168003    11   62623518   62656352     32       8  70545     -0.98316      0.82063    1.3323e-15     -0.98316
_SET3_   ENSG00000168539    11   62676151   62689279     32      10  69098       0.8442      0.19046    1.3323e-15       0.8442
_SET3_   ENSG00000072518    11   63606400   63678491    119      11  71465      0.32327      0.32128    1.3878e-15      0.32327
_SET3_   ENSG00000126500    11   63870660   63886645     50      10  71867        1.257      0.09017    1.3323e-15        1.257
_SET3_   ENSG00000174871    11   66045661   66052772      9       5  70791      -2.2783      0.98781    1.3323e-15      -2.2783
_SET3_   ENSG00000173898    11   66452719   66496697     38      16  67142       2.0778     0.018131    1.3323e-15       2.0778
_SET3_   ENSG00000172531    11   67165654   67188654     43       8  70117      0.67404      0.23477    1.3323e-15      0.67404
_SET3_   ENSG00000069482    11   68451247   68458643     17       5  67131     -0.31209      0.59332    1.3878e-15     -0.31209
_SET3_   ENSG00000131626    11   70116806   70230509    272       9  67451      0.57152      0.21001    1.3323e-15      0.57152
_SET3_   ENSG00000085733    11   70244510   70282690     82       9  70975      0.49463      0.26738    1.3878e-15      0.49463
_SET3_   ENSG00000162105    11   70313961   70963623   2025     140  68951      -1.5824       0.9123    1.3323e-15      -1.5824
_SET3_   ENSG00000137497    11   71713910   71791739    172      10  71288    -0.038243      0.46077    1.3739e-15    -0.038243
_SET3_   ENSG00000175538    11   74165886   74178774     38       9  72266     0.032072      0.45679    1.3739e-15     0.032072
_SET3_   ENSG00000171533    11   75297963   75380165    152      16  72957      -2.1799      0.98064    1.3323e-15      -2.1799
_SET3_   ENSG00000254550    11   76813886   76814377      2       1  74219     0.044312      0.46437    1.3739e-15     0.044312
_SET3_   ENSG00000149269    11   77032752   77185680    352      17  71741     -0.87707      0.74884    1.3323e-15     -0.87707
_SET3_   ENSG00000150672    11   83166055   85338966   6540     189  70285        1.338     0.043288    1.3323e-15        1.338
_SET3_   ENSG00000073921    11   85668727   85780924    338      20  70640       0.8534      0.14901    1.3323e-15       0.8534
_SET3_   ENSG00000174804    11   86656721   86666433     20       5  74219       1.4252      0.07046    1.3323e-15       1.4252
_SET3_   ENSG00000168959    11   88237744   88799113   1869      45  70606      -1.8784      0.90986    1.3323e-15      -1.8784
_SET3_   ENSG00000165323    11   92085262   92629618   1285      55  69091     -0.56655      0.59107    1.3323e-15     -0.56655
_SET3_   ENSG00000214376    11   93551398   93583697    108      16  68748      -2.3993       0.9894    1.3323e-15      -2.3993
_SET3_   ENSG00000087053    11   95566046   95658479    253      19  71518      0.71532      0.19281    1.3323e-15      0.71532
_SET3_   ENSG00000152578    11  105480721  105852819    830      40  66716       1.2967     0.059102    1.3323e-15       1.2967
_SET3_   ENSG00000109846    11  111779289  111794446     22       6  69443     -0.75317      0.75042    1.3323e-15     -0.75317
_SET3_   ENSG00000150764    11  111797868  111893308    112      16  56319     -0.77947      0.75041    1.3323e-15     -0.77947
_SET3_   ENSG00000149295    11  113280318  113346413    182      25  72842       2.8843    0.0015017    1.3323e-15       2.8843
_SET3_   ENSG00000166682    11  113558272  113577095     59      11  70233     -0.98224      0.81428    1.3323e-15     -0.98224
_SET3_   ENSG00000182985    11  115039938  115375675    624      48  70456      0.43772      0.27641    1.3878e-15      0.43772
_SET3_   ENSG00000109917    11  116648436  116658766     26       8  74219       1.2418      0.10003    1.3323e-15       1.2418
_SET3_   ENSG00000186318    11  117156402  117186975     76      21  68892       1.0307      0.14321    1.3323e-15       1.0307
_SET3_   ENSG00000198851    11  118175260  118186890     31       7  72322       1.7679     0.032034    1.3323e-15       1.7679
_SET3_   ENSG00000196655    11  118889142  118896164     30       4  72259      0.60369      0.23614    1.3323e-15      0.60369
_SET3_   ENSG00000154096    11  119288090  119295695     19       3  73407     -0.21799      0.54176    1.3878e-15     -0.21799
_SET3_   ENSG00000110400    11  119494120  119599794    272      34  69921     -0.56769      0.68389    1.3323e-15     -0.56769
_SET3_   ENSG00000137642    11  121322912  121504402    398      54  71531      -1.9069      0.96861    1.3323e-15      -1.9069
_SET3_   ENSG00000109971    11  122928197  122933938     32       8  71418     -0.28723      0.59258    1.3878e-15     -0.28723
_SET3_   ENSG00000154146    11  124609742  124617106     12       3  74219        2.677    0.0028856    1.3323e-15        2.677
_SET3_   ENSG00000149557    11  125315646  125366213    118      18  70968     -0.44759      0.64066    1.3878e-15     -0.44759
_SET3_   ENSG00000149571    11  126293254  126873355   2131     154  69324       2.2859    0.0057272    1.3323e-15       2.2859
_SET3_   ENSG00000134909    11  128834955  129149219    824      27  69672       1.3548     0.047376    1.3323e-15       1.3548
_SET3_   ENSG00000151067    12    2079952    2802108   2239     180  68435     -0.35017       0.5356    1.3878e-15     -0.35017
_SET3_   ENSG00000004478    12    2904119    2914576     14       5  72015      -1.7364      0.95591    1.3323e-15      -1.7364
_SET3_   ENSG00000111262    12    5019071    5040527     55      10  71801       1.2635     0.088357    1.3323e-15       1.2635
_SET3_   ENSG00000111664    12    6949118    6956557     11       5  58185      0.65944      0.23727    1.3323e-15      0.65944
_SET3_   ENSG00000111674    12    7022909    7032861     15       4  69271      0.86711      0.17066    1.3323e-15      0.86711
_SET3_   ENSG00000139182    12    7282294    7311541     58       9  71926      -1.9097      0.96529    1.3323e-15      -1.9097
_SET3_   ENSG00000059804    12    8071826    8088871     32       7  73255      0.83063      0.18036    1.3323e-15      0.83063
_SET3_   ENSG00000111196    12   10758612   10766222     29       4  72192     -0.50553      0.64867    1.3323e-15     -0.50553
_SET3_   ENSG00000070018    12   12268959   12419946    337      20  71356      0.54253      0.23577    1.3323e-15      0.54253
_SET3_   ENSG00000151490    12   15475331   15750333    707      60  66942       1.3192     0.072616    1.3323e-15       1.3192
_SET3_   ENSG00000139116    12   39687030   39837192    255      17  71792     -0.17251      0.50899    1.3878e-15     -0.17251
_SET3_   ENSG00000188906    12   40590546   40763087    622      34  71046      -1.4022      0.88236    1.3323e-15      -1.4022
_SET3_   ENSG00000111371    12   46576846   46663800    208      40  70099     -0.32142      0.61691    1.3878e-15     -0.32142
_SET3_   ENSG00000134294    12   46751972   46766650     26       5  73032      -1.9954      0.97134    1.3323e-15      -1.9954
_SET3_   ENSG00000181418    12   49388932   49393092      6       3  74219       1.5431     0.056194    1.3323e-15       1.5431
_SET3_   ENSG00000135406    12   49687035   49692465     14       5  65820      0.86719      0.17853    1.3323e-15      0.86719
_SET3_   ENSG00000187778    12   49950327   49961936     18       4  70953      0.47348      0.29808    1.3878e-15      0.47348
_SET3_   ENSG00000066084    12   50898768   51142450    454      20  70996      0.28733      0.30288    1.3878e-15      0.28733
_SET3_   ENSG00000050438    12   51785101   51902980    277      19  69361     -0.66415      0.68831    1.3323e-15     -0.66415
_SET3_   ENSG00000139567    12   52300692   52317145     52      13  71958      0.44674      0.30959    1.3878e-15      0.44674
_SET3_   ENSG00000111077    12   53440753   53458156     43      11  73860      0.32458      0.35427    1.3878e-15      0.32458
_SET3_   ENSG00000139574    12   53900474   53901422      1       1  74219       0.2508       0.4283    1.3878e-15       0.2508
_SET3_   ENSG00000161642    12   54762917   54785082     35       9  67059       1.5553     0.052849    1.3323e-15       1.5553
_SET3_   ENSG00000155980    12   57943781   57980415     58      15  69632      0.82852      0.18906    1.3323e-15      0.82852
_SET3_   ENSG00000155974    12   66741211   67197966   1597     102  69761      -1.0309      0.78354    1.3323e-15      -1.0309
_SET3_   ENSG00000127328    12   70132461   70216984    253      18  67347      0.20387      0.35666    1.3878e-15      0.20387
_SET3_   ENSG00000166006    12   75433857   75603648    466      35  72029        1.292     0.074026    1.3323e-15        1.292
_SET3_   ENSG00000139220    12   81652045   82153332   1253      67  70259       0.5811       0.1978    1.3323e-15       0.5811
_SET3_   ENSG00000070961    12   89981828   90103077    210      23  70625     -0.74544      0.74091    1.3323e-15     -0.74544
_SET3_   ENSG00000185046    12   99120235  100378432   3394     180  69799     -0.01339      0.36736    1.3774e-15     -0.01339
_SET3_   ENSG00000179520    12  100750857  100815837    175      28  71427      -1.3622       0.9024    1.3323e-15      -1.3622
_SET3_   ENSG00000139352    12  103351464  103354294      5       3  74219     -0.50272      0.68412    1.3323e-15     -0.50272
_SET3_   ENSG00000186298    12  111157485  111180744     56      10  69089     -0.49385      0.66055    1.3878e-15     -0.49385
_SET3_   ENSG00000089169    12  113008184  113336686    686      62  68831       1.0217      0.12693    1.3323e-15       1.0217
_SET3_   ENSG00000089250    12  117645947  117889975    731      61  70050       1.9316     0.019176    1.3323e-15       1.9316
_SET3_   ENSG00000122966    12  120123595  120315095    510      30  71745      -1.2904      0.86372    1.3323e-15      -1.2904
_SET3_   ENSG00000089041    12  121570622  121623876    276      23  71069      0.52638      0.25217    1.3323e-15      0.52638
_SET3_   ENSG00000135124    12  121647660  121671909    107      14  70346     -0.69672      0.72342    1.3323e-15     -0.69672
_SET3_   ENSG00000130787    12  123319000  123347507    101      10  66499       0.4541      0.28308    1.3878e-15       0.4541
_SET3_   ENSG00000187848    12  133195366  133198972     17       6  56927       1.1083      0.11661    1.3323e-15       1.1083
_SET3_   ENSG00000151835    13   23902965   24007841    339      36  70094        -1.08      0.83515    1.3323e-15        -1.08
_SET3_   ENSG00000102468    13   47405685   47471169    249      41  71610     -0.46235      0.66375    1.3878e-15     -0.46235
_SET3_   ENSG00000136099    13   53418109   53422775     10       3  72676     -0.55328      0.69109    1.3323e-15     -0.55328
_SET3_   ENSG00000150361    13   70274726   70682591   1914      69  69701    -0.054298      0.34492    1.3739e-15    -0.054298
_SET3_   ENSG00000152767    13   98794816   99102027   1270     131  68453     -0.42184      0.64653    1.3878e-15     -0.42184
_SET3_   ENSG00000125266    13  107142079  107187462    108      22  69301     -0.19052      0.55251    1.3878e-15     -0.19052
_SET3_   ENSG00000139826    13  108870727  108886603     44       8  70144      -1.6662      0.94393    1.3323e-15      -1.6662
_SET3_   ENSG00000102606    13  111766906  111958084    596      45  71099       0.1829      0.36884    1.3878e-15       0.1829
_SET3_   ENSG00000214274    14   21152336   21167130     81      15  69674     -0.83509       0.7771    1.3323e-15     -0.83509
_SET3_   ENSG00000129460    14   23938897   23979071    103      11  71486      0.75456      0.19282    1.3323e-15      0.75456
_SET3_   ENSG00000092051    14   24037244   24048009     12       4  66749       1.6311     0.046582    1.3323e-15       1.6311
_SET3_   ENSG00000100884    14   24540046   24547309     11       5  74219     -0.85325      0.79049    1.3323e-15     -0.85325
_SET3_   ENSG00000129467    14   24787555   24804299     58      13  69632       0.2643      0.37011    1.3878e-15       0.2643
_SET3_   ENSG00000196792    14   31363005   31495607    337      20  69712      0.60406      0.21494    1.3323e-15      0.60406
_SET3_   ENSG00000100503    14   51186481   51297839    294      38  71442      -1.2687      0.88392    1.3323e-15      -1.2687
_SET3_   ENSG00000100505    14   51441980   51562779    500      45  72438      -1.7135      0.94411    1.3323e-15      -1.7135
_SET3_   ENSG00000197930    14   53106634   53162618    127      15  71418      -0.5446      0.66727    1.3323e-15      -0.5446
_SET3_   ENSG00000020577    14   55033815   55260033    645     109  69437     -0.46848       0.7052    1.3878e-15     -0.46848
_SET3_   ENSG00000139970    14   60062694   60337684    577      26  70633       1.1036     0.088863    1.3323e-15       1.1036
_SET3_   ENSG00000179841    14   64932217   64941221     11       4  67472      -1.0067      0.82652    1.3323e-15      -1.0067
_SET3_   ENSG00000125952    14   65472892   65569413    243      29  70986      0.72374      0.20701    1.3323e-15      0.72374
_SET3_   ENSG00000171723    14   66974125   67648520   2295      19  71323      -1.7045      0.82857    1.3323e-15      -1.7045
_SET3_   ENSG00000072415    14   67707826   67802536    337      15  67324      0.10701      0.38937    1.3739e-15      0.10701
_SET3_   ENSG00000100568    14   68113792   68141548     65      11  71506       0.2388      0.37501    1.3878e-15       0.2388
_SET3_   ENSG00000072110    14   69340860   69446157    411      44  70741     -0.28447      0.57662    1.3878e-15     -0.28447
_SET3_   ENSG00000100678    14   70510934   70655787    601      38  71640      -1.5264      0.90994    1.3323e-15      -1.5264
_SET3_   ENSG00000139985    14   70918874   70926622     49      10  65505     -0.60755      0.69764    1.3323e-15     -0.60755
_SET3_   ENSG00000197555    14   71787166   72207946    624      36  69630       1.0443      0.10612    1.3323e-15       1.0443
_SET3_   ENSG00000080815    14   73603126   73690399    183      20  70753     -0.24316      0.55695    1.3878e-15     -0.24316
_SET3_   ENSG00000119699    14   76424442   76449334     54       9  71184      -0.6764       0.7234    1.3323e-15      -0.6764
_SET3_   ENSG00000165553    14   77731826   77737655     11       6  72817      0.30012      0.37329    1.3878e-15      0.30012
_SET3_   ENSG00000100722    14   89029253   89079853     93      16  66270     -0.89269      0.79068    1.3323e-15     -0.89269
_SET3_   ENSG00000100599    14   92980118   93155339    681      82  70167     -0.60173       0.7121    1.3323e-15     -0.60173
_SET3_   ENSG00000182512    14   95999840   96011061     44      11  71196     -0.91873      0.80293    1.3323e-15     -0.91873
_SET3_   ENSG00000036530    14  100150641  100193638    118      15  72700       1.9558     0.019579    1.3323e-15       1.9558
_SET3_   ENSG00000080824    14  102547075  102606036    151      18  67089     -0.80036      0.76198    1.3323e-15     -0.80036
_SET3_   ENSG00000075413    14  103851729  103970168    317      12  66177     -0.45274      0.58225    1.3878e-15     -0.45274
_SET3_   ENSG00000166165    14  103985996  103989448      5       2  74219      0.34834       0.3368    1.3878e-15      0.34834
_SET3_   ENSG00000182636    15   23930565   23932450      2       1  74219     -0.50912      0.67924    1.3323e-15     -0.50912
_SET3_   ENSG00000186297    15   27111510   27194354    272      37  68897      0.49127      0.28417    1.3878e-15      0.49127
_SET3_   ENSG00000182256    15   27216429   27778373   1881     169  69861       1.1313     0.097173    1.3323e-15       1.1313
_SET3_   ENSG00000034053    15   29129629   29410518    710      35  69054     -0.44809      0.58674    1.3878e-15     -0.44809
_SET3_   ENSG00000184984    15   34260921   34357291    314      19  70318       -1.015      0.79813    1.3323e-15       -1.015
_SET3_   ENSG00000137880    15   41056218   41059906      4       2  74219     -0.64129      0.74101    1.3323e-15     -0.64129
_SET3_   ENSG00000137825    15   41785591   41795747     24       6  73576      0.34859      0.33645    1.3878e-15      0.34859
_SET3_   ENSG00000166963    15   43803156   43823818     24       6  71127       2.0644      0.01629    1.3323e-15       2.0644
_SET3_   ENSG00000104133    15   44854894   44955876     70      32  65379      -1.6256      0.95229    1.3323e-15      -1.6256
_SET3_   ENSG00000138592    15   50716577   50793280    269      18  69170      0.67361      0.20074    1.3323e-15      0.67361
_SET3_   ENSG00000170236    15   50792759   50838905    167      18  70144        2.475    0.0046987    1.3323e-15        2.475
_SET3_   ENSG00000069974    15   55495164   55611311    450      39  68389      0.01288       0.4434    1.3774e-15      0.01288
_SET3_   ENSG00000069869    15   56119120   56285944    699      25  70714     -0.72091      0.66972    1.3323e-15     -0.72091
_SET3_   ENSG00000255529    15   57884231   58074960    737      70  68486      0.87533      0.16444    1.3323e-15      0.87533
_SET3_   ENSG00000137845    15   58887403   59042177    326      19  69675      0.80302      0.16192    1.3323e-15      0.80302
_SET3_   ENSG00000074621    15   65903704   65953333     96       8  70675      0.23744      0.35851    1.3878e-15      0.23744
_SET3_   ENSG00000188779    15   68112042   68126899     35       7  72098      0.85624      0.17225    1.3323e-15      0.85624
_SET3_   ENSG00000138622    15   73612200   73661605    149      27  72330       0.4088      0.32335    1.3878e-15       0.4088
_SET3_   ENSG00000156642    15   73852355   73926475    132      15  72883       1.0022      0.13502    1.3323e-15       1.0022
_SET3_   ENSG00000169758    15   76352178   76521462    467      48  71113      -1.0469      0.82867    1.3323e-15      -1.0469
_SET3_   ENSG00000080644    15   78885394   78913637     95       9  68324     -0.71702      0.71513    1.3323e-15     -0.71702
_SET3_   ENSG00000136379    15   80972025   81047962    270      25  67126      0.92791       0.1444    1.3323e-15      0.92791
_SET3_   ENSG00000214575    15   83211951   83317612    268      21  70918       1.7779     0.027022    1.3323e-15       1.7779
_SET3_   ENSG00000103942    15   83509838   83654661    337      27  69932      0.78211      0.17638    1.3323e-15      0.78211
_SET3_   ENSG00000185043    15   90773207   90777279     16       3  66870      0.63423      0.22418    1.3323e-15      0.63423
_SET3_   ENSG00000140443    15   99192200   99507759    975     100  70758      0.78649      0.19916    1.3323e-15      0.78649
_SET3_   ENSG00000127588    16     848041     850733     14       4  61621    -0.020907      0.47644    1.3774e-15    -0.020907
_SET3_   ENSG00000138834    16    1756184    1820318    158      20  62470      0.46099      0.28731    1.3878e-15      0.46099
_SET3_   ENSG00000162104    16    4003388    4166186    680      79  69179      -2.9619       0.9982    1.3323e-15      -2.9619
_SET3_   ENSG00000067836    16    4846969    4852951     14       4  74219       -1.755      0.95307    1.3323e-15       -1.755
_SET3_   ENSG00000140650    16    8882680    8943188    378      24  57416      0.94525      0.12685    1.3323e-15      0.94525
_SET3_   ENSG00000183454    16    9852376   10276611   1885      50  70663       1.8916      0.00786    1.3323e-15       1.8916
_SET3_   ENSG00000237515    16   12995477   13334272   1537      98  69473      0.01258      0.40139    1.3774e-15      0.01258
_SET3_   ENSG00000103319    16   22217603   22298554    171      24  70927      0.44062      0.30396    1.3878e-15      0.44062
_SET3_   ENSG00000006116    16   24266874   24374122    379      56  69240       1.3084      0.08905    1.3323e-15       1.3084
_SET3_   ENSG00000167371    16   29823177   29827201      6       3  71648        1.193      0.11376    1.3323e-15        1.193
_SET3_   ENSG00000174938    16   29882480   29910868     27       7  70899     0.041736      0.45382    1.3739e-15     0.041736
_SET3_   ENSG00000149930    16   29984962   30003582     25       4  73602      0.24856      0.35834    1.3878e-15      0.24856
_SET3_   ENSG00000103496    16   31044210   31054296     19       4  68030        1.488     0.055283    1.3323e-15        1.488
_SET3_   ENSG00000069329    16   46690054   46723430     25       6  68782      -1.6697      0.94438    1.3323e-15      -1.6697
_SET3_   ENSG00000103546    16   55689516   55740104    182      34  71619     -0.55312      0.69571    1.3323e-15     -0.55312
_SET3_   ENSG00000159461    16   56395364   56459450    194      15  66613     -0.22515      0.52459    1.3878e-15     -0.22515
_SET3_   ENSG00000087250    16   56622986   56625000      7       3  74219        1.501     0.059611    1.3323e-15        1.501
_SET3_   ENSG00000006210    16   57406370   57418960     43      11  71775      -1.7452      0.95494    1.3323e-15      -1.7452
_SET3_   ENSG00000140854    16   57769642   57791162     81      17  72577     -0.73561      0.75698    1.3323e-15     -0.73561
_SET3_   ENSG00000103042    16   58699013   58719008     82      14  71504      0.32628      0.34057    1.3878e-15      0.32628
_SET3_   ENSG00000125149    16   67143861   67182442     41      11  71280     -0.18659      0.56264    1.3878e-15     -0.18659
_SET3_   ENSG00000159723    16   67516474   67517716      3       1  74219       0.1169      0.44792    1.3739e-15       0.1169
_SET3_   ENSG00000181019    16   69740899   69760854     62      15  69680     -0.31104      0.60256    1.3878e-15     -0.31104
_SET3_   ENSG00000172137    16   71392616   71424341    107      13  64185      -0.7246      0.72435    1.3323e-15      -0.7246
_SET3_   ENSG00000224470    16   71879894   71919171     76      12  70148       0.7614      0.19508    1.3323e-15       0.7614
_SET3_   ENSG00000103154    16   84002237   84036381    304      23  61873     -0.18512      0.51805    1.3878e-15     -0.18512
_SET3_   ENSG00000103264    16   87360593   87425748    227      34  71153      -1.4351      0.91517    1.3323e-15      -1.4351
_SET3_   ENSG00000051523    16   88709691   88717560     42      14  63318      -1.8908      0.96679    1.3323e-15      -1.8908
_SET3_   ENSG00000258947    16   89987800   90005169     84      16  66118       1.0397      0.13386    1.3323e-15       1.0397
_SET3_   ENSG00000159842    17     906758    1132315   1131     137  63250      -1.5137      0.93577    1.3323e-15      -1.5137
_SET3_   ENSG00000132386    17    1665253    1680868     75      12  73808     -0.78616      0.75674    1.3323e-15     -0.78616
_SET3_   ENSG00000185924    17    1837971    1928639    403      45  62888     -0.39515      0.61464    1.3878e-15     -0.39515
_SET3_   ENSG00000167720    17    2206677    2228554     37       9  64268      0.73514      0.20509    1.3323e-15      0.73514
_SET3_   ENSG00000007168    17    2496504    2588909    208      15  67467       1.2424     0.079913    1.3323e-15       1.2424
_SET3_   ENSG00000196689    17    3468738    3500392    168      29  57588     -0.48024      0.65666    1.3878e-15     -0.48024
_SET3_   ENSG00000141480    17    4613784    4624794     27       6  65509      0.68371      0.21864    1.3323e-15      0.68371
_SET3_   ENSG00000141503    17    4736683    4801356    193      21  69185      0.19807       0.3786    1.3878e-15      0.19807
_SET3_   ENSG00000129250    17    4901243    4931696     81      16  71125       1.3976     0.073531    1.3323e-15       1.3976
_SET3_   ENSG00000132535    17    7093209    7123021     47      10  71061      0.31776      0.34562    1.3878e-15      0.31776
_SET3_   ENSG00000169992    17    7308193    7323179     43      19  68682     -0.25745      0.59939    1.3878e-15     -0.25745
_SET3_   ENSG00000129245    17    7494548    7518189     45      12  68928      0.06163       0.4502    1.3739e-15      0.06163
_SET3_   ENSG00000198844    17    8213559    8225829     43      11  73860       1.1183       0.1196    1.3323e-15       1.1183
_SET3_   ENSG00000166579    17    8316449    8393729    128      20  68903      -1.1349      0.85231    1.3323e-15      -1.1349
_SET3_   ENSG00000109047    17    9799637    9808938     67       8  68077      -0.9735      0.80027    1.3323e-15      -0.9735
_SET3_   ENSG00000188803    17   11144580   11467380   1208     113  70857       3.5522   0.00013619    1.3323e-15       3.5522
_SET3_   ENSG00000065559    17   11924141   12047147    223      24  69576      0.82583      0.17425    1.3323e-15      0.82583
_SET3_   ENSG00000006740    17   12692856   12894960    852      57  70200       1.1117     0.096943    1.3323e-15       1.1117
_SET3_   ENSG00000170315    17   16284112   16286059      3       1  69077     -0.30825      0.63067    1.3878e-15     -0.30825
_SET3_   ENSG00000128482    17   19314438   19320589     10       2  68340     0.071676      0.43688    1.3739e-15     0.071676
_SET3_   ENSG00000109083    17   26655352   26662515      7       4  72015      0.85454       0.2028    1.3323e-15      0.85454
_SET3_   ENSG00000004139    17   26691378   26728065     85      10  71565     -0.60386      0.68678    1.3323e-15     -0.60386
_SET3_   ENSG00000132589    17   27206353   27224697     30       7  69785      0.16117      0.40391    1.3878e-15      0.16117
_SET3_   ENSG00000063015    17   27281919   27333458     70      13  71437     -0.42051      0.63686    1.3878e-15     -0.42051
_SET3_   ENSG00000196712    17   29421945   29709134    416      11  65505    -0.040488      0.40229    1.3739e-15    -0.040488
_SET3_   ENSG00000176749    17   30813637   30818274      4       2  74219     -0.07195      0.50776    1.3739e-15     -0.07195
_SET3_   ENSG00000176658    17   30819540   31204195    840      63  70497      0.48123      0.25782    1.3878e-15      0.48123
_SET3_   ENSG00000108684    17   31340105   32501983   4095     290  70216     -0.84755      0.69536    1.3323e-15     -0.84755
_SET3_   ENSG00000161381    17   37219556   37310647    359      32  71625      0.59913      0.23338    1.3323e-15      0.59913
_SET3_   ENSG00000131771    17   37782993   37792879     25       6  73602      0.74297      0.21244    1.3323e-15      0.74297
_SET3_   ENSG00000126368    17   38249040   38256978     16       6  63196      -2.5967       0.9943    1.3323e-15      -2.5967
_SET3_   ENSG00000108349    17   38296571   38328436     52       8  69103      0.17068      0.40916    1.3878e-15      0.17068
_SET3_   ENSG00000131759    17   38465444   38513094     68      12  70534      0.69941      0.22459    1.3323e-15      0.69941
_SET3_   ENSG00000173805    17   39873994   39890896     82       9  64522        1.632     0.039235    1.3323e-15        1.632
_SET3_   ENSG00000126581    17   40962152   40985367      8       5  64942      0.48658      0.31102    1.3878e-15      0.48658
_SET3_   ENSG00000108852    17   41952725   41987068     97      11  71287      0.22108      0.36749    1.3878e-15      0.22108
_SET3_   ENSG00000073670    17   42836399   42859214     58       8  71394       1.0479      0.12247    1.3323e-15       1.0479
_SET3_   ENSG00000186868    17   43971748   44105700    769       5  71668     -0.48672      0.50938    1.3878e-15     -0.48672
_SET3_   ENSG00000073969    17   44668035   44834830     98      11  56034    -0.054284      0.46703    1.3739e-15    -0.054284
_SET3_   ENSG00000073861    17   45810610   45823485     44      10  72883       1.2763     0.090256    1.3323e-15       1.2763
_SET3_   ENSG00000159224    17   47035916   47045958     50       6  63636     -0.99635      0.80328    1.3323e-15     -0.99635
_SET3_   ENSG00000159217    17   47074774   47133012    118      17  67480      0.21632      0.37601    1.3878e-15      0.21632
_SET3_   ENSG00000108798    17   47287589   47300587     47      11  70138      -0.2384      0.57203    1.3878e-15      -0.2384
_SET3_   ENSG00000064300    17   47572655   47592379     63      19  71419      -1.2818      0.89414    1.3323e-15      -1.2818
_SET3_   ENSG00000167100    17   48187404   48207246     49      17  68475    -0.061067      0.51378    1.3739e-15    -0.061067
_SET3_   ENSG00000108819    17   48211104   48227991     25      10  74219       1.1867       0.1124    1.3323e-15       1.1867
_SET3_   ENSG00000166292    17   53796988   53809482     14       5  73117     -0.99394      0.83865    1.3323e-15     -0.99394
_SET3_   ENSG00000108387    17   56597611   56618179     42      11  72085       1.2465     0.095688    1.3323e-15       1.2465
_SET3_   ENSG00000170921    17   61086917   61505060    699      29  71131      0.22143       0.3152    1.3878e-15      0.22143
_SET3_   ENSG00000075461    17   64961026   65029514    225      39  69434       0.4547      0.31272    1.3878e-15       0.4547
_SET3_   ENSG00000123700    17   68164814   68176189     11       4  67472       0.7477      0.20916    1.3323e-15       0.7477
_SET3_   ENSG00000161544    17   74523438   74547257     55       9  69663      0.74095      0.20051    1.3323e-15      0.74095
